"","Actinobacillus","Actinomyces","Fusobacterium","Gemella","Granulicatella","Haemophilus","Leptotrichia","Neisseria","Porphyromonas","Prevotella","Rothia","Streptococcus","Veillonella","Klebsiella","Moraxella","Pseudomonas","Aspergillus","Candida","Cryptococcus","Penicillium","Saccharomyces","unidentified","PIV3","RV"
"Rothia",-0.0404084544271916,0.40544760094172,-0.0372003288662745,0.12795477401079,0.200098843770279,-0.194732739495489,0.074203275519981,0.16650660823746,-0.0149225648425821,0.491121694095211,1,0.212300509457684,0.349940345543388,-0.16911011513995,-0.0930676141433072,-0.239243932818348,0.113338242008765,-0.13924615407974,-0.0723924565212138,-0.0452380137498073,0.194919148272469,0.209732410195138,-0.263470699998837,-0.104732024705358
"Streptococcus",-0.0606368142505812,0.190141975056051,-0.0522349793465813,0.0323942733252781,0.104138604976528,-0.197335544390948,-0.0226694136888913,0.009066160209112,-0.0661825383451121,0.144930191155728,0.212300509457684,1,0.0895834218587174,-0.101404434265502,-0.0941867974987835,-0.150961848870341,0.0433444439444229,0.072333578233097,-0.00484241932110698,-0.0782578142374959,-0.0270513892845702,-0.0342649765414119,-0.261699888729147,-0.019037279052831
"Veillonella",-0.0914232486697422,0.37162986389632,0.0163680861326423,-0.059929735456059,-0.00973196434636921,-0.162523245510392,0.496578096540784,-0.128441466963069,-0.0464669851140525,0.443969444398659,0.349940345543388,0.0895834218587174,1,-0.126545926402295,-0.124462256177548,-0.155496305235784,0.0362663850280284,-0.116104076329058,-0.0673085189393053,-0.0040902415643283,0.0901801702683707,0.235596910758924,-0.0852470397487904,-0.0476269074962907
"Klebsiella",-0.0113993273530117,-0.106917110834374,-0.0671424848684069,-0.0467628429894479,-0.10318221658929,-0.12592887503498,-0.122080042377768,-0.104801611740211,-0.0674602414969836,-0.09646347630885,-0.16911011513995,-0.101404434265502,-0.126545926402295,1,-0.0531771606422176,-0.111682961346737,-0.0343650125151106,0.0126078656908708,-0.0324328813932371,-0.00673815634007076,-0.080681540817065,0.0861120221886041,-0.0418887273451654,0.141035796243188
"Moraxella",-0.0412205993903101,-0.126618182794829,-0.0766185803831325,0.0421296395938849,-0.025561138229571,0.06998425343191,-0.111049300539393,-0.0780930233850005,0.0726628399630121,-0.13071125435215,-0.0930676141433072,-0.0941867974987835,-0.124462256177548,-0.0531771606422176,1,-0.0435780217027044,-0.0668882086036827,0.11881034051538,-0.0119471969367742,-0.045417648386552,-0.0579183409009901,-0.0726993416050297,-0.0806613589317274,-0.0481303355901938
"Pseudomonas",-0.100670465400533,-0.167516430407085,-0.0426554758717396,-0.147690830308537,-0.153561430639854,-0.237284159666578,-0.0696678848099199,-0.163902651752492,-0.106677972311043,-0.192446380031554,-0.239243932818348,-0.150961848870341,-0.155496305235784,-0.111682961346737,-0.0435780217027044,1,-0.0449495665198062,0.0860953496368972,-0.0336055234212427,0.130903647516681,-0.0986414214012658,-0.101550860116839,-0.0664614688225099,-0.0320142604135784
"Aspergillus",0.0121911891798347,0.0580296041952436,-0.0151755616750182,0.0538327319109765,-0.0153690040976234,0.00812173777740091,-0.00116241094160059,0.3258689016777,0.0445752205804492,0.0220454358291079,0.113338242008765,0.0433444439444229,0.0362663850280284,-0.0343650125151106,-0.0668882086036827,-0.0449495665198062,1,-0.458289068062768,-0.0114041793361962,0.231315316197813,-0.0340150148304942,0.0943804898280186,-0.130723144163058,-0.0683390639960328
"Candida",-0.032427422021762,-0.0721193018358181,-0.134462722570464,-0.0488802381942657,0.0761639351962323,-0.0653505565430153,-0.187269073085601,-0.206660799504156,0.0559011016053859,0.0747246765852552,-0.13924615407974,0.072333578233097,-0.116104076329058,0.0126078656908708,0.11881034051538,0.0860953496368972,-0.458289068062768,1,-0.0777954403449602,-0.340687792794552,-0.300107799966005,-0.556184053909591,-0.343571810870878,0.0242775348571791
"Cryptococcus",-0.0291217902206879,-0.0737331103380948,-0.0485682091718891,-0.0631493020996963,-0.0638460104655279,0.219975046679721,-0.0644129015193897,-0.0582386609858258,-0.0393745560389547,-0.0758159197083049,-0.0723924565212138,-0.00484241932110698,-0.0673085189393053,-0.0324328813932371,-0.0119471969367742,-0.0336055234212427,-0.0114041793361962,-0.0777954403449602,1,0.00809387187519151,-0.0202698355902172,-0.0434106100919296,0.042013643333564,-0.0245793652442358
"Penicillium",0.119747983700243,-0.0376828472257581,-0.0576722204011205,0.0937912502802089,-0.000371948951030058,0.136333619801814,-0.061186210186049,-0.0733627411150287,-0.0665184945328473,-0.0601892139022234,-0.0452380137498073,-0.0782578142374959,-0.0040902415643283,-0.00673815634007076,-0.045417648386552,0.130903647516681,0.231315316197813,-0.340687792794552,0.00809387187519151,1,-0.014645983135501,0.0867868426553106,-0.0798562190560124,-0.0451394548856136
"Saccharomyces",-0.0623882347068195,0.222119221740375,0.0680780428809591,0.0496639467396326,0.0130614277540383,-0.0355555375253962,0.164275583609443,0.121839192414551,-0.00503605449145498,-0.0185328749703547,0.194919148272469,-0.0270513892845702,0.0901801702683707,-0.080681540817065,-0.0579183409009901,-0.0986414214012658,-0.0340150148304942,-0.300107799966005,-0.0202698355902172,-0.014645983135501,1,-0.00807752881713843,0.0398389420439793,-0.0635355329453091
"unidentified",-0.0416043402651013,0.0962028581627598,0.132204090307391,0.0103525229657925,-0.0338569000497014,0.0381639073818189,0.395043474960421,0.123953366901996,0.0619077528430574,0.110583485280082,0.209732410195138,-0.0342649765414119,0.235596910758924,0.0861120221886041,-0.0726993416050297,-0.101550860116839,0.0943804898280186,-0.556184053909591,-0.0434106100919296,0.0867868426553106,-0.00807752881713843,1,-0.0257396665085807,-0.0923735332138066
"PIV3",-0.181423492703275,-0.249477056476712,0.0591081201959194,-0.0279846128776748,-0.0942900109346901,-0.0718685731152213,-0.0334249713912773,-0.128797183413136,-0.135125937057649,-0.245191828564345,-0.263470699998837,-0.261699888729147,-0.0852470397487904,-0.0418887273451654,-0.0806613589317274,-0.0664614688225099,-0.130723144163058,-0.343571810870878,0.042013643333564,-0.0798562190560124,0.0398389420439793,-0.0257396665085807,1,-0.302589635709922
"RV",0.468129657417616,0.0852103131049465,-0.0683736431311062,-0.111417194047847,-0.0891165663494589,-0.117281871644712,-0.0616872708951648,-0.0445250906200025,-0.066765319651347,-0.0323757347740648,-0.104732024705358,-0.019037279052831,-0.0476269074962907,0.141035796243188,-0.0481303355901938,-0.0320142604135784,-0.0683390639960328,0.0242775348571791,-0.0245793652442358,-0.0451394548856136,-0.0635355329453091,-0.0923735332138066,-0.302589635709922,1
