,ko00540,ko02010,ko00290,ko04122,ko00630,ko04540,ko00521,ko05204,ko03020,ko00362,ko04626,ko00620,ko04011,ko00250,ko04112,ko00260,ko03030,ko00330,ko00520,ko00440,ko04146,ko00030,ko02040,ko00564,ko00740,ko00340,ko00590,ko05134,ko00790,ko03430,ko00910,ko00770,ko00300,ko00860,ko05110,ko03420,ko00310,ko03018,ko00680,ko00311,ko04066,ko00670,ko00240,ko05111,ko02030,ko04070,ko00480,ko00071,ko03440,ko00020,ko00052,ko00627,ko03410,ko00550,ko02060,ko04974,ko00780,ko05142,ko00960,ko01053,ko00750,ko00660,ko00281,ko00791,ko04510,ko00908,ko00561,ko00040,ko05150,ko00760,ko00940,ko00500,ko00450,ko04142,ko01040,ko00785,ko00511,ko00930,ko00360,ko00361,ko00633,ko04010,ko00920,ko03060,ko00430,ko04113,ko05340,ko05143,ko00941,ko00363,ko00983,ko00625,ko00640,ko00062,ko03013,ko00562,ko00720,ko00945,ko04740,ko00140,ko00380,ko04514,ko04151,ko05203,ko04330,ko00591,ko00460,ko04310,ko04144,ko05200,ko05030,ko00510,ko00120,ko05100,ko04080,ko05010,ko04910,ko05219,ko04141,ko03040,ko00600,ko04111,ko05014,ko04110,ko04520,ko04976,ko04630,ko00621,ko05132,ko04210,ko03050,ko00830,ko00053,ko00565,ko00906,ko05032,ko00563,ko04145,ko04940,ko00100,ko04020,ko04270,ko00710,ko04810,ko05012,ko04710,ko00514,ko05146,ko04114,ko03015,ko05152,ko04120,ko00195,ko05322,ko04340,ko00513,ko05202,ko05133,ko04012,ko05016,ko04140,ko03008,ko04512,ko05034,ko00232,ko04621,ko04530,ko00531,ko05310,ko04150,ko04260,ko04115,ko00624,ko03022,ko05166,ko04130,ko03450,ko04970,ko04360,ko04972,ko03320,ko05130,ko05144,ko04350,ko04380,ko04064,ko00622,ko05131,ko00312,ko04612,ko00592,ko04062,ko05410,ko05412,ko04013,ko00253,ko00532,ko04610,ko00601,ko00534,ko05161,ko04623,ko04666,ko04744,ko04973,ko05168,ko04672,ko00909,ko04060,ko04742,ko00512,ko04723,ko04075,ko00901,ko00643,ko00364,ko00984,ko04962,ko05160,ko05164,ko05222,ko05020,ko04622,ko00522,ko04975,ko04971,ko00603,ko00904,ko04650,ko00980,ko05215,ko04670,ko04722,ko04950,ko04320,ko04930,ko00533,ko04964,ko04712,ko04614,ko02020,ko00280,ko00970,ko00230,ko03070,ko00650,ko00051,ko00190,ko00400,ko00730,ko00010,ko00061,ko03010,ko00270,ko00130,ko05120,ko00900,ko00350,ko04640,ko04966,ko00903,ko01057,ko00351,ko00523,ko01056,ko05323,ko04912,ko00196,ko04711,ko05211,ko04370,ko05416,ko05145,ko04960,ko05220,ko00604,ko04745,ko05169,ko05320
TT0059,68,803,120,67,51,0,56,16,193,0,12,196,5,275,204,298,242,90,156,1,35,147,71,91,43,55,6,14,62,56,62,62,130,110,0,134,63,225,30,1,34,50,135,32,46,24,88,11,137,58,139,5,75,174,218,4,19,7,2,60,12,0,2,0,2,8,90,72,24,105,27,114,16,14,12,16,10,0,16,5,11,0,17,5,0,1,7,1,0,0,0,2,26,0,11,5,30,0,0,3,0,0,15,22,0,0,0,0,1,10,0,2,0,18,0,0,0,10,1,12,0,0,2,0,0,0,0,0,5,1,0,0,12,1,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,467,58,535,344,254,3,70,169,123,68,163,111,315,374,67,15,82,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TT0060,1486,16801,1598,1159,1802,0,600,699,2513,1093,274,2688,124,4077,2246,6268,2606,5047,1250,328,1620,1900,1640,1480,502,1715,517,141,742,569,2148,1094,2344,3572,44,1045,771,2449,407,470,782,607,1341,327,4420,252,857,436,2083,936,350,632,1041,1934,1210,5,470,159,51,1086,599,0,1474,98,2,116,1239,398,225,1225,209,1183,218,67,257,66,41,190,898,382,179,0,665,200,189,6,58,32,91,56,94,57,460,0,212,414,191,196,0,219,81,0,345,289,0,92,174,0,65,300,118,20,0,1,2,0,3,174,1,4,8,6,0,1,0,0,0,4,12,4,13,0,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14391,4502,4998,4803,9846,539,1430,3231,1767,556,2523,1870,2746,2668,1217,442,876,1856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TT0061,5879,140036,33913,13546,2954,0,13509,238,40349,800,5730,30067,488,67236,33591,61255,54305,17757,27987,1144,14024,28073,2195,16264,7080,16167,766,4567,14485,8289,8640,13307,27836,26375,4,38315,8004,49875,6078,128,14086,13826,34461,1466,5386,2958,11545,262,30544,16513,22227,333,14289,34834,25717,693,2658,2102,24,3176,5610,74,96,142,8,3072,12188,5384,3186,18778,2027,19538,4806,2397,786,2472,3256,6,418,40,600,0,728,3119,6,604,2008,2,8,0,4,50,218,0,2168,1914,7391,922,2,0,128,0,5634,3919,2,6,0,2,12,3069,0,1014,0,104,64,347,974,1230,208,74,46,0,2,0,0,2,0,0,342,342,1721,208,160,2,2,0,0,0,34,0,0,0,64,0,0,0,0,40,0,0,0,6,0,0,0,0,0,0,0,2,2,0,0,0,0,20,0,392,0,0,4,0,26,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50722,10851,133269,81071,34740,2759,18608,45462,32987,10223,38837,18087,99479,44203,13470,2327,23170,3779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TT0062,130,3354,480,284,114,0,188,8,688,10,48,682,14,1084,682,1128,1083,494,577,36,144,544,18,364,150,415,66,38,240,228,160,266,522,518,0,592,144,756,140,16,182,254,562,26,72,102,168,2,600,246,538,30,302,789,862,14,112,14,0,48,134,6,14,4,2,26,360,208,414,352,48,430,112,64,14,44,132,0,18,4,2,0,28,58,0,0,22,0,0,0,12,0,6,0,68,54,154,8,0,0,20,0,18,60,0,0,0,0,0,48,0,4,4,48,0,2,22,12,0,22,22,0,0,0,0,0,0,0,12,12,0,4,32,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,6,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320,318,2117,1380,664,118,356,640,572,220,604,334,1502,1092,192,112,344,286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TT0063,3298,29412,5571,2724,892,0,2368,54,8192,164,1302,7382,186,12586,6530,12013,10862,4422,5626,232,2476,5538,134,2966,1694,3146,420,942,2614,2484,2248,2654,5446,6246,0,6482,1336,9332,1552,128,2474,2834,6912,394,784,944,2184,100,6838,3182,5050,66,3193,7460,5158,312,1076,214,2,434,1038,86,74,12,12,552,2443,1276,724,3996,306,4012,880,794,180,282,786,0,293,6,304,4,400,642,4,70,220,10,0,0,6,0,164,0,505,348,1508,79,0,0,104,0,670,766,0,0,0,0,2,488,0,188,0,186,4,12,116,74,52,44,20,0,0,0,0,0,0,0,190,38,118,14,84,0,18,0,0,0,50,0,0,0,20,0,2,0,0,82,0,0,2,6,0,4,0,0,0,0,0,0,0,0,0,0,0,8,0,196,0,0,0,0,30,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9966,2074,26056,16399,8049,670,3249,9156,5624,2508,7412,3846,19351,9452,2660,1026,5070,1112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TT0065,261,2317,263,129,210,1,92,87,347,125,33,399,14,656,305,883,363,682,199,43,188,274,195,176,80,224,71,23,132,90,310,136,279,492,46,132,67,375,47,66,132,112,198,43,559,47,135,65,329,170,49,63,143,296,163,0,71,19,21,143,69,0,194,15,2,20,160,60,29,152,19,163,29,4,41,22,2,21,129,44,30,0,91,14,29,2,13,5,5,7,6,9,63,0,29,63,38,37,0,21,19,0,40,26,1,9,29,0,2,59,19,5,0,1,1,2,0,25,0,11,1,0,2,0,0,0,0,2,2,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1853,551,821,679,1288,80,223,435,241,84,389,230,392,569,200,46,138,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TT0067,68,784,110,52,24,0,52,12,148,28,26,220,16,324,222,227,198,110,158,22,64,146,14,80,26,78,16,2,72,62,46,44,124,130,0,154,14,210,20,2,66,67,125,6,18,48,60,14,141,80,166,4,68,192,124,22,22,4,0,18,24,0,14,0,0,4,40,52,22,66,16,100,16,90,0,16,48,0,46,2,2,0,38,6,0,0,0,0,0,0,0,4,12,0,12,0,46,0,0,0,2,0,4,22,0,0,0,0,0,6,0,16,0,6,0,0,4,0,0,28,0,0,4,0,0,0,0,0,6,6,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,281,96,515,326,221,18,82,199,122,43,110,88,300,464,66,8,54,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TT0069,447,37339,7989,3778,486,2,3156,134,10010,205,1034,8012,188,16505,7905,15299,14516,5537,6336,454,2483,6784,156,3512,1602,5420,264,844,4309,2837,2182,3022,7392,5216,0,7787,1301,12023,1271,6,4393,3336,8256,216,716,932,3405,18,8413,3109,5484,272,3686,11350,10283,49,600,472,48,1140,1283,6,102,26,34,712,3102,1236,1904,3904,260,5467,1106,358,186,430,330,12,96,32,138,0,120,804,20,204,254,0,16,0,14,6,28,24,1054,224,1868,388,0,18,10,2,1150,850,0,0,0,4,76,824,20,258,24,62,2,134,224,52,98,98,44,80,4,74,2,0,20,2,18,189,334,12,28,2,12,4,42,16,6,44,2,0,58,6,104,0,16,2,2,8,6,42,12,8,0,2,14,0,20,12,18,6,0,6,0,4,6,12,0,8,0,16,4,22,0,8,2,0,6,0,8,0,2,0,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,4,0,2,0,0,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12819,2846,31603,20552,8715,920,4819,7524,8368,2907,9579,3932,22612,11150,3268,1034,5250,1797,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0
TTS1106,522,4925,850,329,159,0,439,0,1191,48,200,1090,32,2023,1157,1757,2031,647,923,63,257,822,36,447,255,597,57,100,469,511,222,371,997,1043,0,1068,88,1425,235,14,333,512,1242,35,174,123,235,3,1081,542,1042,38,500,1224,1088,72,204,12,0,58,182,8,5,4,7,83,366,233,235,466,71,716,176,259,3,43,188,0,19,2,72,0,5,126,0,0,11,1,0,0,3,0,5,0,104,13,258,13,0,0,9,1,67,156,1,0,0,0,0,56,0,28,0,10,0,0,28,13,10,6,2,0,3,0,0,0,0,0,27,14,11,1,26,1,0,0,0,0,6,0,0,0,3,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1523,431,4492,2850,1192,127,496,1273,1095,475,1036,686,2876,1693,316,174,707,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TTS1108,946,6562,1272,442,250,0,514,20,1472,30,232,1708,20,2895,1452,2438,2100,952,1130,48,408,1138,100,604,326,742,54,146,460,438,504,606,1106,1854,0,1276,296,2036,370,10,577,668,1460,88,188,142,547,14,1485,864,694,14,682,1468,1246,52,306,80,0,110,214,10,2,8,4,120,494,192,110,678,76,794,194,138,44,80,70,4,32,0,156,0,114,126,8,14,14,0,2,0,8,0,48,0,72,68,404,30,0,2,14,0,138,128,0,0,0,0,0,118,0,50,0,2,0,6,0,20,16,28,4,0,0,8,0,0,0,0,36,4,14,0,6,0,0,0,0,0,2,0,6,0,8,0,0,0,0,4,0,0,0,0,0,4,0,0,2,0,0,0,0,0,0,0,0,2,0,14,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2332,564,5567,3610,1710,124,620,1752,1320,534,1634,844,3708,2371,710,196,1156,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TTS1111,183,1947,329,164,60,2,110,24,446,19,54,459,17,690,338,752,627,277,390,21,192,378,28,204,85,163,33,54,180,178,170,166,370,315,1,302,111,561,89,10,179,167,342,23,95,80,154,12,423,151,313,14,194,479,371,2,52,13,2,54,64,0,28,2,1,34,137,72,68,241,39,281,53,62,16,23,31,0,16,2,10,2,35,38,3,0,4,0,5,0,2,1,16,0,49,18,66,6,0,0,6,0,29,56,0,0,3,0,0,28,2,1,0,0,0,1,3,0,0,1,3,0,1,0,0,0,0,0,6,3,23,0,9,0,0,0,0,2,2,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,672,160,1607,910,530,39,188,432,351,150,432,248,903,642,160,44,259,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TTS1115,116,739,126,43,30,0,14,18,136,0,24,184,2,286,232,230,226,52,104,10,36,80,4,96,56,66,6,10,58,40,58,32,114,54,0,92,32,198,46,0,58,60,107,28,26,12,50,0,166,28,84,0,102,180,124,0,54,4,0,10,37,0,2,2,0,14,62,48,10,64,10,106,18,12,6,6,14,0,0,2,0,0,2,4,0,0,6,0,0,0,0,0,2,0,12,0,26,0,0,0,2,0,16,20,2,0,0,0,0,6,0,2,0,0,0,0,0,0,0,10,0,0,2,0,0,0,0,0,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,246,20,543,237,136,10,80,134,118,45,136,45,258,477,59,32,72,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TTS1116,14,46,16,4,0,0,0,0,26,0,16,10,0,14,62,58,40,8,8,0,6,2,0,8,4,4,0,0,6,0,0,0,12,16,0,14,0,40,2,0,6,0,9,0,0,6,1,0,11,4,6,0,2,12,18,0,0,0,0,2,4,0,0,0,0,16,6,0,0,10,0,16,6,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,58,32,12,0,3,10,10,2,14,10,14,323,13,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TTS1118,93,971,184,128,29,0,40,19,291,3,48,261,9,470,308,478,382,154,154,12,94,173,1,92,52,170,16,44,96,67,58,103,184,156,0,178,71,240,46,5,56,79,218,7,12,22,97,12,241,102,160,5,100,293,144,6,80,0,0,15,49,0,19,0,0,12,75,40,29,131,9,110,23,36,28,8,34,0,12,0,7,0,60,21,0,0,0,0,0,0,0,0,3,0,21,6,36,4,2,0,2,0,28,15,0,0,0,0,3,14,2,6,0,2,0,0,4,0,0,12,0,0,5,1,0,0,0,0,2,6,2,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,442,110,942,479,306,25,75,319,199,92,214,150,464,425,72,33,162,43,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
TTS1120,458,6106,1112,456,184,0,488,0,1572,70,232,1288,32,2826,1396,2454,2048,904,1102,42,414,1072,100,466,398,726,34,158,506,534,320,498,1048,1474,0,1420,312,2076,244,10,639,489,1273,32,188,80,364,14,1148,638,942,20,670,1290,1066,44,172,70,0,100,205,8,8,2,2,150,482,310,82,792,130,826,212,188,12,40,144,0,66,0,86,4,60,132,8,26,28,0,4,0,4,2,24,0,124,78,294,40,0,0,8,0,168,160,0,0,0,0,0,70,0,48,0,14,0,0,42,26,22,26,2,0,2,0,0,0,0,0,30,2,24,2,50,0,0,0,0,0,4,0,0,0,18,0,0,0,6,14,0,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,4,2,24,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1965,432,5388,3242,1553,92,594,1549,1130,522,1602,798,3640,2203,481,176,822,244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TTS1122,1158,8140,898,722,336,0,78,88,1108,6,222,1400,44,1752,1352,2634,2027,734,1105,50,504,1380,4,1032,398,559,8,16,494,580,1036,310,734,438,0,790,432,1972,552,4,228,396,952,378,382,236,704,0,1976,264,512,4,558,1395,604,6,464,0,0,14,116,0,0,4,0,66,660,284,20,492,2,724,168,38,150,40,28,0,6,0,14,0,4,92,0,0,0,0,0,0,0,0,2,0,144,0,164,4,2,0,0,0,262,214,0,0,0,0,0,86,0,6,2,0,0,2,4,0,2,18,0,0,0,4,0,0,0,0,108,0,2,0,22,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2524,158,3285,2594,1272,22,802,752,1144,404,1290,626,2022,1452,740,332,752,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TTS1123,1807,12810,2573,1272,377,2,1324,2,4389,55,535,3564,49,7791,3856,7139,6231,1881,2908,112,1216,2686,63,1389,1242,1947,269,643,1666,1226,1149,1508,3015,3845,10,4094,637,6193,1010,8,1681,1599,3751,126,250,309,1173,33,3692,2766,2665,10,1675,4072,2397,378,579,182,0,468,744,13,18,2,1,377,979,614,138,2185,167,1696,388,512,111,143,347,0,27,1,178,0,27,423,0,72,17,0,0,0,18,1,38,0,287,25,909,102,0,0,16,0,575,479,0,0,0,0,1,366,0,177,0,3,1,3,25,6,63,6,2,2,0,0,0,0,0,0,165,8,108,13,14,7,0,0,0,1,1,0,1,0,6,1,1,0,0,52,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,232,0,0,0,0,18,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5199,1255,14642,9444,3929,455,1988,4336,3403,1661,4475,2318,9487,5140,1917,514,2757,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TTS1131,166,2024,172,120,228,2,72,60,264,158,30,350,8,511,388,830,290,580,168,72,182,228,208,172,52,222,58,6,72,72,268,142,284,342,20,151,80,272,46,60,84,78,170,42,504,46,99,74,230,106,84,70,146,278,122,0,72,32,8,112,90,0,172,20,0,18,162,62,32,110,26,164,34,4,22,12,8,24,134,42,36,0,114,20,20,0,12,2,18,12,20,14,40,0,34,60,34,20,0,18,8,0,54,38,0,16,14,0,2,24,14,6,1,0,0,0,0,0,2,22,2,0,12,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1690,468,629,654,992,38,186,381,244,64,292,188,326,614,168,32,132,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TTS1134,528,4027,506,442,148,0,102,60,791,8,104,870,22,1182,756,1376,1246,430,559,68,248,729,34,532,240,398,18,18,376,338,446,266,597,340,0,534,150,1057,246,22,160,212,753,138,212,122,382,0,988,170,450,18,294,842,514,12,256,4,0,44,105,4,0,0,2,54,360,154,118,396,30,570,108,76,38,28,104,0,10,4,12,0,26,56,0,4,6,0,0,0,0,0,0,0,94,12,96,2,0,0,32,0,64,86,0,0,0,0,0,106,0,2,0,6,0,4,20,0,4,0,0,0,6,6,0,0,0,4,66,4,4,0,10,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1694,134,2516,1604,692,28,428,528,693,272,786,372,1520,1088,338,102,422,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TTS1141,456,5407,1007,497,214,0,337,17,1218,40,186,1280,23,2354,1201,1989,1715,757,1015,46,460,887,56,498,196,658,42,147,427,373,489,403,969,1287,0,1069,235,1775,208,11,486,446,1232,49,150,128,414,29,1170,521,729,8,536,1201,1096,14,178,82,0,164,165,0,18,5,10,121,344,263,110,603,41,659,146,69,27,56,79,0,32,3,88,0,78,140,6,26,10,0,5,0,2,0,2,0,100,46,244,22,0,0,4,0,130,112,0,0,0,2,1,102,0,28,0,8,1,3,14,9,4,14,8,0,0,8,4,0,9,0,12,13,43,2,19,3,0,0,0,0,1,0,0,0,0,0,0,0,0,14,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,10,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1925,435,4615,2864,1165,110,570,1311,1087,451,1325,635,2801,1728,545,158,771,192,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
TTS1146,0,11,0,0,0,0,4,0,0,0,0,0,0,4,84,9,3,2,7,0,2,0,0,0,0,0,0,0,10,0,2,0,0,2,0,4,0,4,0,1,0,0,3,0,0,6,2,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,2,0,0,2,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,8,0,0,0,10,7,0,8,1,6,261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
