"","Actinobacillus","Actinomyces","Fusobacterium","Gemella","Granulicatella","Haemophilus","Leptotrichia","Neisseria","Porphyromonas","Prevotella","Rothia","Streptococcus","Veillonella","Klebsiella","Moraxella","Pseudomonas","Aspergillus","Candida","Cryptococcus","Penicillium","Saccharomyces","unidentified","PIV3","RV"
"Actinobacillus",1,0.0348450843622317,0.205733073225113,0.050314391054003,0.0177230098159361,0.00637942775866529,0.136172068552365,0.0683282398179483,0.162385056092076,0.0364067378127229,0.025518516107343,0.00835472391925818,0.0387248258799553,0.128611479757096,0.00590352593888321,0.0115536425273781,0.0321791313485588,0.00480136007127197,2.24300336408856e-05,0.000785538810356146,0.00723686158120829,0.0452770154963279,0.0147564779339588,0
"Actinomyces",0.0348450843622317,1,0.150152887831379,0.297533644529769,0.387314217387413,0.0717623100732493,0.201027943546797,0.184689242504258,0.126014051816325,0.56984182580446,0.21013974772816,0.0942439267141219,0.511721375306527,0.0821387193774963,0.0128651646556635,0.117365726105178,0.0547151757480683,0.0532318236907309,0.1523182028112,0.145222778584054,0.175817828390519,0.201366061898481,0.0223232409458036,0.0408358918131998
"Fusobacterium",0.205733073225113,0.150152887831379,1,0.204632168819789,0.0944595738525085,0.0175811996412766,0.467418984483752,0.188754128555132,0.443206197609665,0.147383398961324,0.0277615875628677,0.011060898119458,0.149933279334329,0.226116498917383,0.0223647798421556,0.0414169429760174,0.138059734898488,0.00602192310688321,0.00750111985107671,0.0151938113741457,0.0181434681613039,0.110365925662537,0.00669888323532331,0.00140894155935967
"Gemella",0.050314391054003,0.297533644529769,0.204632168819789,1,0.187798684645392,0.0360154991417975,0.256557017403436,0.194390016366528,0.173938037494142,0.3023852927329,0.121334224183786,0.0488376687852399,0.244447974294179,0.0914456960904045,0.0713038762029992,0.0581492273299946,0.0304245891546966,0.0304220354585959,0.14971049708047,0.100525121427776,0.0830977152206962,0.155235884702941,0.0371301641957303,0.047526301086412
"Granulicatella",0.0177230098159361,0.387314217387413,0.0944595738525085,0.187798684645392,1,0.17328660136408,0.115059556098319,0.148760385940837,0.0834928625548443,0.246518902579663,0.251892508245938,0.106714491801034,0.26619444131807,0.0170097713232757,0.0933444851988394,0.20019485419855,0.0272888181126466,0.06459780508046,0.298425267902958,0.283982293536647,0.231459460254151,0.235129647961094,0.0387178793331756,0.0420567458242274
"Haemophilus",0.00637942775866529,0.0717623100732493,0.0175811996412766,0.0360154991417975,0.17328660136408,1,0.0193412822831316,0.0592679947131427,0.0163328378616727,0.0498133936661265,0.27611411861051,0.535149197189383,0.0495921113868883,0.00402992549236536,0.0273248882092711,0.0992137252980121,0.0107469962327772,0.394921968800026,0.0966824084287573,0.088323677141414,0.282718520670537,0.0824704216219941,0.151319037654948,0.134431709868297
"Leptotrichia",0.136172068552365,0.201027943546797,0.467418984483752,0.256557017403436,0.115059556098319,0.0193412822831316,1,0.16414664599673,0.401013104522713,0.189772962700556,0.0362727497659743,0.0124803224638215,0.179649629184985,0.137054083137635,0.0186414508829692,0.0597810030852207,0.0823486570322922,0.0067400491714712,0.0469731446651489,0.0402756042155777,0.0338456125802248,0.0983991246840271,0.00420792074951271,0.00280330898894998
"Neisseria",0.0683282398179483,0.184689242504258,0.188754128555132,0.194390016366528,0.148760385940837,0.0592679947131427,0.16414664599673,1,0.168436926838025,0.184060057674267,0.0952049391162141,0.0639735171211219,0.194536286991177,0.0304576322887664,0.00683252735329565,0.119286619976731,0.0283607600959972,0.0355941868580004,0.0606434068079812,0.058400203846107,0.0533250486872062,0.120050455471145,0.0210252323640269,0.0793683470442429
"Porphyromonas",0.162385056092076,0.126014051816325,0.443206197609665,0.173938037494142,0.0834928625548443,0.0163328378616727,0.401013104522713,0.168436926838025,1,0.138423140964038,0.0308403940290004,0.0114790608859046,0.140200536223579,0.173994851111396,0.0880876613638377,0.0186044136357808,0.0554277503955317,0.00652600285072102,0.0644266342556029,0.08742234385797,0.0216172040275274,0.126593778777311,0.00194736405996943,0.0101262521411564
"Prevotella",0.0364067378127229,0.56984182580446,0.147383398961324,0.3023852927329,0.246518902579663,0.0498133936661265,0.189772962700556,0.184060057674267,0.138423140964038,1,0.159844984268015,0.105151422641467,0.540245291063989,0.127388336220329,0.0079141694428565,0.0448170741427205,0.0214484603654366,0.059581085640089,0.0547509739349434,0.0413203948884495,0.15172345837539,0.0599015324976568,0.0261768722246326,0.0427008253578017
"Rothia",0.025518516107343,0.21013974772816,0.0277615875628677,0.121334224183786,0.251892508245938,0.27611411861051,0.0362727497659743,0.0952049391162141,0.0308403940290004,0.159844984268015,1,0.31745581869454,0.211668213350194,0.00790080502930035,0.0333675697756535,0.0832817726335672,0.0142698724076762,0.301034621116059,0.128664127133986,0.0954329504889996,0.220234525211663,0.127944962093963,0.201377084871177,0.135665331920231
"Streptococcus",0.00835472391925818,0.0942439267141219,0.011060898119458,0.0488376687852399,0.106714491801034,0.535149197189383,0.0124803224638215,0.0639735171211219,0.0114790608859046,0.105151422641467,0.31745581869454,1,0.0942555263987513,0.00985720029070014,0.0238339156814699,0.0637703183181312,0.00501717719509454,0.65540405477494,0.0496242349605206,0.0515882907483521,0.264048712095719,0.0507034342697884,0.330429455970178,0.101371342298227
"Veillonella",0.0387248258799553,0.511721375306527,0.149933279334329,0.244447974294179,0.26619444131807,0.0495921113868883,0.179649629184985,0.194536286991177,0.140200536223579,0.540245291063989,0.211668213350194,0.0942555263987513,1,0.088949597799076,0.00831786077862473,0.044016179278368,0.0362732911929755,0.0608524681069003,0.0218832093051731,0.0335366865418106,0.10008506992899,0.0803422401554912,0.0343057789602178,0.104800222228929
"Klebsiella",0.128611479757096,0.0821387193774963,0.226116498917383,0.0914456960904045,0.0170097713232757,0.00402992549236536,0.137054083137635,0.0304576322887664,0.173994851111396,0.127388336220329,0.00790080502930035,0.00985720029070014,0.088949597799076,1,0.000875078915775762,0.00599032158493984,0.0317522876951487,0.00566663344495888,0,4.7572330599821e-05,0.0225951650136542,0.0410971555300201,0.0136753604782308,0.00012445146663298
"Moraxella",0.00590352593888321,0.0128651646556635,0.0223647798421556,0.0713038762029992,0.0933444851988394,0.0273248882092711,0.0186414508829692,0.00683252735329565,0.0880876613638377,0.0079141694428565,0.0333675697756535,0.0238339156814699,0.00831786077862473,0.000875078915775762,1,0.0249219241415051,0.0158558254239326,0.0137424932501876,0.0467086693579236,0.0486417286634104,0.0673977209916825,0.0836575065243533,0.017694154449548,0.025172703228267
"Pseudomonas",0.0115536425273781,0.117365726105178,0.0414169429760174,0.0581492273299946,0.20019485419855,0.0992137252980121,0.0597810030852207,0.119286619976731,0.0186044136357808,0.0448170741427205,0.0832817726335672,0.0637703183181312,0.044016179278368,0.00599032158493984,0.0249219241415051,1,0.00249076082181365,0.0387020250928835,0.11179946248904,0.0977322803070696,0.0924084889639515,0.123826935681666,0.0571745660695576,0.0173076974259826
"Aspergillus",0.0321791313485588,0.0547151757480683,0.138059734898488,0.0304245891546966,0.0272888181126466,0.0107469962327772,0.0823486570322922,0.0283607600959972,0.0554277503955317,0.0214484603654366,0.0142698724076762,0.00501717719509454,0.0362732911929755,0.0317522876951487,0.0158558254239326,0.00249076082181365,1,0.00288125827380381,0.0298634002105751,0.0526234905965843,0.0104022781860709,0.0795953751289128,0.00132091747475926,0.00103693052335041
"Candida",0.00480136007127197,0.0532318236907309,0.00602192310688321,0.0304220354585959,0.06459780508046,0.394921968800026,0.0067400491714712,0.0355941868580004,0.00652600285072102,0.059581085640089,0.301034621116059,0.65540405477494,0.0608524681069003,0.00566663344495888,0.0137424932501876,0.0387020250928835,0.00288125827380381,1,0.0301621000194869,0.0300071702369774,0.13404799371198,0.02958990103085,0.329289113949531,0.180886186064531
"Cryptococcus",2.24300336408856e-05,0.1523182028112,0.00750111985107671,0.14971049708047,0.298425267902958,0.0966824084287573,0.0469731446651489,0.0606434068079812,0.0644266342556029,0.0547509739349434,0.128664127133986,0.0496242349605206,0.0218832093051731,0,0.0467086693579236,0.11179946248904,0.0298634002105751,0.0301621000194869,1,0.404613628168319,0.173597845299544,0.372865136720382,0.0151006968343519,0.0166681302627173
"Penicillium",0.000785538810356146,0.145222778584054,0.0151938113741457,0.100525121427776,0.283982293536647,0.088323677141414,0.0402756042155777,0.058400203846107,0.08742234385797,0.0413203948884495,0.0954329504889996,0.0515882907483521,0.0335366865418106,4.7572330599821e-05,0.0486417286634104,0.0977322803070696,0.0526234905965843,0.0300071702369774,0.404613628168319,1,0.133781033703773,0.288598544549949,0.0103587450282494,0.078555689339619
"Saccharomyces",0.00723686158120829,0.175817828390519,0.0181434681613039,0.0830977152206962,0.231459460254151,0.282718520670537,0.0338456125802248,0.0533250486872062,0.0216172040275274,0.15172345837539,0.220234525211663,0.264048712095719,0.10008506992899,0.0225951650136542,0.0673977209916825,0.0924084889639515,0.0104022781860709,0.13404799371198,0.173597845299544,0.133781033703773,1,0.150963401965461,0.150263513782658,0.0245817706972894
"unidentified",0.0452770154963279,0.201366061898481,0.110365925662537,0.155235884702941,0.235129647961094,0.0824704216219941,0.0983991246840271,0.120050455471145,0.126593778777311,0.0599015324976568,0.127944962093963,0.0507034342697884,0.0803422401554912,0.0410971555300201,0.0836575065243533,0.123826935681666,0.0795953751289128,0.02958990103085,0.372865136720382,0.288598544549949,0.150963401965461,1,0.0340067614805174,0.0243478577362813
"PIV3",0.0147564779339588,0.0223232409458036,0.00669888323532331,0.0371301641957303,0.0387178793331756,0.151319037654948,0.00420792074951271,0.0210252323640269,0.00194736405996943,0.0261768722246326,0.201377084871177,0.330429455970178,0.0343057789602178,0.0136753604782308,0.017694154449548,0.0571745660695576,0.00132091747475926,0.329289113949531,0.0151006968343519,0.0103587450282494,0.150263513782658,0.0340067614805174,1,7.49536544591978e-05
