"","Pseudomonas","Haemophilus","Streptococcus","Veillonella","Neisseria","Staphylococcus","Rothia","Granulicatella","Stenotrophomonas","Gemella","Prevotella","Moraxella","Leptotrichia","Candida","Saccharomyces","Curvularia","Cryptococcus","Debaryomyces","PIV3","RV","Flu_A","Flu_B","MPV"
"Candida",-0.362070143902034,0.0140756322597459,0.130034035665717,-0.264765119391367,-0.212992281626381,0.513779147627231,0.185119166694773,0.182730928639648,0.614106803306599,0.10979708305451,-0.425349301994978,0.218274750181873,-0.00565814754617225,1,-0.445899097659116,0.0731355145124397,-0.532845821337097,0.187734640031558,-0.0196310402047189,-0.302858505782498,NA,-0.301473115877394,-0.118921757679162
"Saccharomyces",0.312170740397021,-0.255520754732147,-0.105536075637613,-0.0465117956077406,0.43258920036527,-0.0331782110992084,-0.121110785368743,-0.0413589787908951,0.0690724406388624,-0.100315806810209,0.391204664996692,0.403900103216717,-0.231027899824712,-0.445899097659116,1,-0.263206864001144,0.156987127887175,-0.120431848180939,-0.0457351791276175,0.433202943124265,NA,-0.059114598368316,-0.367090786748128
"Curvularia",-0.164931264240544,0.0229134503331746,0.664756024516733,-0.187775828377579,-0.0307988392073651,0.0353733879737291,0.687354407386078,0.542351918368282,-0.256961927738935,0.47557074220781,-0.0122686194850767,-0.220045497316915,0.0569613196665774,0.0731355145124397,-0.263206864001144,1,-0.0993164469721665,-0.227972098006706,-0.170845321324978,-0.324509584423615,NA,-0.198409378776612,-0.0928935272184286
"Cryptococcus",0.480506428947393,-0.094860991653177,-0.228594978858703,0.21282542831809,-0.182097593815659,-0.107526222446826,-0.0693190411649362,-0.114132263003088,-0.135093670871034,-0.0751154291009016,-0.129644041905971,-0.11260630850583,-0.124386261559897,-0.532845821337097,0.156987127887175,-0.0993164469721665,1,-0.138571686446536,-0.11280901081968,-0.11146425379568,NA,0.310023583471546,0.0616543905819182
"Debaryomyces",-0.198007307656807,-0.135273359376024,0.00339509360323402,0.100837135908184,0.0221356916367917,-0.0894907530080876,-0.0860864171555674,-0.0419093868673168,-0.0654549096564545,-0.0824996754758974,0.00988511565787876,-0.0774087027384197,-0.0418849278451682,0.187734640031558,-0.120431848180939,-0.227972098006706,-0.138571686446536,1,-0.0772579486501334,-0.0489385827842412,NA,-0.13779001733218,0.468607915844143
"PIV3",-0.157090940982622,0.102910313565085,0.156564014786512,-0.147321530408028,-0.112891245761731,-0.0878516196172298,-0.122840275152183,-0.047414587996866,-0.0703048448342652,0.124984735112581,0.133440702135083,-0.0557560337444904,-0.0605745888156754,-0.0196310402047189,-0.0457351791276175,-0.170845321324978,-0.11280901081968,-0.0772579486501334,1,-0.104152158492387,NA,-0.105686636402754,-0.179544901860991
"RV",-0.0542146075943592,-0.224840622344745,-0.126278519011764,0.426670300013362,0.665083701233879,-0.154603277406006,-0.199842975029565,0.0565065294623265,-0.124855662392163,-0.185433505475734,0.26360075687998,-0.104333931417272,0.203634288812891,-0.302858505782498,0.433202943124265,-0.324509584423615,-0.11146425379568,-0.0489385827842412,-0.104152158492387,1,NA,-0.176282933862972,-0.227173042788871
"Flu_A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"Flu_B",0.251525985218416,0.158201135314977,-0.369555198958269,0.272388654448445,-0.22417310506209,-0.156525432856007,-0.19640420055153,-0.179204249033509,-0.126730223429499,-0.190984145249175,-0.0823575784150481,-0.105765493665504,-0.165485008003348,-0.301473115877394,-0.059114598368316,-0.198409378776612,0.310023583471546,-0.13779001733218,-0.105686636402754,-0.176282933862972,NA,1,-0.235287292101192
"MPV",0.0510163748378675,-0.0172803631233826,-0.10808033560072,0.0483689199718783,-0.246392578382917,-0.265569688232767,-0.267626500852874,-0.268595225319377,-0.214924846638032,-0.257222053345371,0.126292237036655,-0.177840402851963,0.275672942727037,-0.118921757679162,-0.367090786748128,-0.0928935272184286,0.0616543905819182,0.468607915844143,-0.179544901860991,-0.227173042788871,NA,-0.235287292101192,1
