"","DU0098","DU0099","TT0040","TT0041","TT0046","TT0047","TT0044","TT0045","KL0014","DU0091","TT0048","DU0093","DU0094","DU0095","DU0096","DU0097","DU0010","DU0011","DU0012","DU0013","DU0014","DU0015","DU0016","DU0017","DU0018","DU0019","KL0006","KL0005","KL0004","DU0087","DU0085","DU0084","DU0083","DU0082","DU0081","DU0080","DU0088","TT0050","KL0009","KL0008","TT0055","TT0054","TT0057","TT0056","KL0003","KL0002","KL0001","CH0050","CH0051","CH0052","CH0053","TT0042","DU0009","DU0008","DU0007","DU0006","DU0005","DU0004","DU0003","DU0002","DU0001","CH0010","CH0012","CH0013","DU0090","CH0049","CH0043","CH0041","CH0040","CH0047","CH0046","TT0062","CH0044","DU0100","DU0078","TT0049","DU0072","DU0073","DU0070","DU0071","DU0076","DU0077","DU0074","DU0075","KL0012","DU0038","SG0009","SG0001","SG0002","SG0003","SG0004","SG0006","SG0007","DU0069","DU0068","DU0039","CH0038","CH0039","CH0036","CH0037","CH0034","CH0035","DU0065","CH0033","DU0067","CH0031","TT0034","CH0024","CH0027","SG0017","TT0043","SG0012","SG0010","SG0018","DU0054","DU0055","DU0056","DU0057","DU0050","DU0051","DU0052","DU0053","DU0028","DU0058","DU0059","CH0028","TT0008","TT0009","TT0006","TT0007","TT0004","TT0005","CH0021","CH0020","CH0023","TT0001","TT0058","DU0043","DU0042","DU0041","DU0040","DU0047","DU0046","DU0045","DU0044","DU0049","DU0048","CH0019","TT0019","TT0018","TT0015","TT0014","TT0017","TT0016","CH0014","CH0015","CH0016","TT0012","DU0061","DU0060","DU0063","KL0010","CH0002","TT0059","DU0062","SG0013","DU0064","TT0061","CH0006","CH0005","CH0004","CH0003","CH0030","CH0001","DU0066","DU0036","DU0037","DU0034","DU0035","DU0032","DU0033","DU0030","DU0031","TT0020","TT0021","TT0022","TT0023","TT0024","TT0025","TT0026","TT0027","TT0063","TT0028","TT0029","TT0037","TT0036","TT0035","DU0079","TT0033","TT0032","TT0030","TT0039","TT0038","DU0025","DU0024","DU0027","DU0026","DU0021","DU0020","DU0023","DU0022","DU0029","TT0053","TT0052","AL0003","AL0002","AL0004"
"TT0042",1,1,0,1,0,1,0,0,0,1,0,1,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,1,0,1,0,1,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,1,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1
"DU0009",1,1,0,1,0,1,0,0,0,1,0,1,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,1,0,1,0,1,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,1,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1
"DU0008",0,0,0.699501315157685,0,0.384674536730116,0,0.592563683751413,0.000284895956892073,0.419885854241789,0,0.742818582295892,0,0,0,0,0,0,0,0.481948265950117,0,0,0,0,0.264374758100676,0.402587913302809,0.864239547582212,0.622938669765077,0.900885477572395,6.04523370240084e-06,0,0,0.365147266338589,0,0,0,0,0.43128211733678,0.646535804942337,0.651954776884782,0.632936296903583,0.344870008716537,0,0.597470571599518,0.000528189265829537,0,0,0.628162969066028,0.180259582653782,0.0154325524704535,0,0.0736733122332118,0,0,1,0,0.583742980091962,0,0.926640231871459,0.843908182566604,0,0,0.0517820343225517,0.0271745939694815,0.0863640240181101,0,0.592203914549342,0.109919004269509,0,0,0.0374416097938559,0.223909393064729,0.298181962678932,0.0383299101805058,0,7.12849032918905e-05,0.827220390226957,0,0,0.596793577179721,0.714488341539841,0,0,0,0,0.895460090930192,0,0.589138489366975,0.897490845694694,0.244460135011462,0.650952628001704,0.704049859715317,0.779083624099354,0.835934031688654,4.57645558116226e-08,0,0,0.0286307687920235,0,0.147716004639398,0.070303244921606,0.216487554957779,0,0,0.0500115916141032,0,0.0548436301063844,0.524645400230127,0.186909734277092,0.0482304454904221,0.933011978748914,0.674818670236927,0,0.61309481917256,0,0,0,0,0,0,0,0,0.895478037132888,0,0,0,0.273227400029014,0.452148789469897,0.830829573024266,0,0.971547806867791,0.224672063472118,0.494143041062111,0,0.178130879663353,0,0,0.76030266808487,0.687717393399264,0.673959204747612,0.585022310685476,0.659347980772151,0,0,0,0.788532612504003,0,0,0.0533320357413948,0,0,0.000138962945861132,0.50311592431466,0,0.321485650061237,0.246489924331425,0,1.47187418220174e-06,0.815692313764008,0.314756389360592,0.874962992586003,0.901938038245232,0.932755439291152,0.187302620856537,0.671651600846433,0.663507277654578,0.337439707227744,0,0,0.0336013904456588,0,0.135812843325015,0.0170966315415204,0.0427149745501686,0,0.424394897238466,0,0.851202574268198,0.0758135544951425,0,0.867872626314708,0.878493414275763,0.887251983107089,0.794758127426263,0,0.755735316532387,0.983501833955457,0.0423472696546974,0.748727497287973,0,0,0.610406120395242,0,9.0917221212683e-06,0.00038533089472359,0.120605198684154,0.849959781345661,0.83816093540534,0.364498097253724,0.443761023375046,1.27269494292204e-05,0,0.411360715985356,0.678879899879012,0.924820579671298,0,0.239848641613016,0.416787015206636,0,0.699108480669546,0,0.00155989220737307,0.822061673124782,0.755611324709372,0.930156838052331,0.0410945995760302,0.0558997277087331,0
"DU0007",1,1,0,1,0,1,0,0,0,1,0,1,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,1,0,1,0,1,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,1,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1
"DU0006",0,0,0.867691954465941,0,0.732386852972147,0,0.295746763905879,0.000117436269910565,0.197430561890891,0,0.39168396584244,0,0,0,0,0,0,0,0.870218954582569,0,0,0,0,0.539676501007972,0.758885245455174,0.477509135044145,0.31430458058026,0.505048719910362,2.49168685995116e-06,0,0,0.168598098420655,0,0,0,0,0.203566935553198,0.329003770401155,0.920231664506839,0.320501746998824,0.671560870863453,0,0.983509297243841,0.000490245885045093,0,0,0.947445662529072,0.387526863156939,0.0370343731599332,0,0.169822013540549,0,0,0.583742980091962,0,1,0,0.646302044058816,0.46257028980825,0,0,0.121158034908046,0.0646767704296982,0.183429209770213,0,0.989809197343958,0.241741268648438,0,0,0.088477286249508,0.419481997235765,0.596587347791417,0.0905205580842134,0,7.13261848039881e-05,0.737654512049108,0,0,0.984317249155021,0.372774686784924,0,0,0,0,0.500920740088933,0,0.99349135656885,0.672267748395122,0.505058734353895,0.331783122740503,0.365907530327238,0.416485432303563,0.456775756942204,1.88629168951238e-08,0,0,0.0680731910974262,0,0.324230999565135,0.162424624464674,0.454995373137431,0,0,0.117158248682628,0,0.128051859945012,0.926324215580993,0.400142145376085,0.11312442912225,0.640712545864349,0.346956916429196,0,0.965013518126072,0,0,0,0,0,0,0,0,0.500934365249834,0,0,0,0.526051728724167,0.214925569355425,0.453085392561428,0,0.560496019444747,0.469821582705932,0.886500965324335,0,0.38346630149829,0,0,0.403556240081516,0.880490577516115,0.895617291296055,0.99845353753834,0.857596839287262,0,0,0,0.775443861919224,0,0,0.12465181237457,0,0,0.000113891148161294,0.898348138875545,0,0.634516973999664,0.508625407207616,0,1.47188311716562e-06,0.442227265645302,0.14295944366579,0.632248492238486,0.664551992475051,0.529663614758754,0.400884145866786,0.898174085525038,0.907243541033114,0.154396280524651,0,0,0.0796149121489675,0,0.300410891372928,0.0409372774611468,0.100570291626706,0,0.199852863065987,0,0.714880693941903,0.174502390615734,0,0.699334042786321,0.677764686206854,0.68154522877499,0.471255075002558,0,0.808540674981653,0.583894178316787,0.0997299252957722,0.395678813240504,0,0,0.968175909088979,0,9.09192884446242e-06,0.000385589904430828,0.269436244007535,0.716048952513447,0.458390341995225,0.701897402674298,0.817841317186092,5.24572522719868e-06,0,0.771671489025342,0.890184162369964,0.523475886992591,0,0.496922813820299,0.195770077896263,0,0.868116302794886,0,0.000971539760868279,0.742617478363029,0.40035526520934,0.527632810774803,0.0968638131011438,0.130423170369344,0
"DU0005",1,1,0,1,0,1,0,0,0,1,0,1,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,1,0,1,0,1,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,1,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1
"DU0004",0,0,0.767741047594777,0,0.432413368655314,0,0.533157571433845,0.000245957789630324,0.373200804077746,0,0.675579579357563,0,0,0,0,0,0,0,0.537740242565968,0,0,0,0,0.299956469045664,0.451927865397172,0.792941944201251,0.561702700973332,0.828770720681566,5.21890165861016e-06,0,0,0.323303067170267,0,0,0,0,0.383637611804188,0.583963874917763,0.71811737206125,0.571125145683893,0.388858188792763,0,0.660814369338359,0.000528232191794653,0,0,0.693152590890445,0.205863164282076,0.0178542513760656,0,0.0848435201687963,0,0,0.926640231871459,0,0.646302044058816,0,1,0.773146086733542,0,0,0.0597360550732505,0.0314097089010754,0.0984824743872552,0,0.655250207786584,0.125881172843628,0,0,0.0432417499005786,0.251136230955902,0.337429131506115,0.0442645546486956,0,7.12944985302721e-05,0.899303827102795,0,0,0.660099380812965,0.648490954642454,0,0,0,0,0.823454256257392,0,0.652009580876657,0.970629748125507,0.277790556941026,0.588138987086636,0.638537738621155,0.710416947259975,0.765397897259191,3.95089139182403e-08,0,0,0.0330890197603427,0,0.169126791105271,0.0809839708512897,0.246539713245702,0,0,0.057701716636982,0,0.0632526612111491,0.583480334909248,0.213347143654582,0.0556545061087016,0.993596786285105,0.610744676199588,0,0.67729516750529,0,0,0,0,0,0,0,0,0.823471835241946,0,0,0,0.307605123810622,0.402790993320249,0.760442782620426,0,0.898400102747949,0.255697484172892,0.550834479191007,0,0.203465912555765,0,0,0.692352614859648,0.75547535133725,0.741127181048414,0.647655781064099,0.723161243235517,0,0,0,0.859716129094958,0,0,0.0615166278305393,0,0,0.000138965570049221,0.560453656560053,0,0.363145571634045,0.280052945556503,0,1.47187625987311e-06,0.745769931694067,0.277705851422947,0.943112579225326,0.974820743929913,0.860085873896195,0.213789049297696,0.738717715639292,0.730207203011462,0.298191528936787,0,0,0.0388184026957427,0,0.155643292841688,0.0197745604377839,0.0493114944179089,0,0.377328227329762,0,0.923729796329078,0.0872935568639375,0,0.940657194510394,0.950511162480613,0.96028324728658,0.784685837752078,0,0.825976726728341,0.926822123275941,0.0488884228151876,0.681243461678094,0,0,0.674461839706097,0,9.09177019148277e-06,0.000385391093158605,0.138379963819211,0.922466140826223,0.767560796204088,0.410369112910515,0.496578389592121,1.09872886785434e-05,0,0.461465238333553,0.746262293732759,0.852275533373112,0,0.272647967394335,0.370365751318996,0,0.767332501844774,0,0.00156014337135557,0.894038268262155,0.687847911787801,0.857527055439061,0.0474469492071452,0.0644653209576097,0
"DU0003",0,0,0.563866507474768,0,0.296182471408037,0,0.7315849838831,0.000390265832578729,0.533759054568333,0,0.894682544769062,0,0,0,0,0,0,0,0.376291764661197,0,0,0,0,0.200128276118003,0.310767784559952,0.979228463362561,0.765211745474759,0.94212735934174,8.28151397003207e-06,0,0,0.468577613967301,0,0,0,0,0.547175723992983,0.791102127504866,0.521839965128841,0.776205675147545,0.264037984213131,0,0.474402838523298,0.000528073131243922,0,0,0.501031633837788,0.134865812550452,0.0112887666587552,0,0.0543193645847229,0,0,0.843908182566604,0,0.46257028980825,0,0.773146086733542,1,0,0,0.0380652764727563,0.0199095893589118,0.0647886113629471,0,0.469857587229748,0.0818357957530923,0,0,0.0274699846676888,0.173116893441504,0.226793420554254,0.0281250990652381,0,7.12589488641724e-05,0.679765141464484,0,0,0.473818182322339,0.864543395370854,0,0,0,0,0.947592922142563,0,0.467215285151469,0.745471694995811,0.184538607632294,0.795925780197254,0.853367951719635,0.932860245352685,0.991816269049501,4.95829127755698e-08,0,0,0.0209806025843541,0,0.110022014908978,0.0518108009310158,0.162786811314562,0,0,0.0367549659291403,0,0.0403326630205388,0.412169962254808,0.139970105097325,0.0354373700197694,0.779228609231251,0.821868882628872,0,0.487928404788706,0,0,0,0,0,0,0,0,0.947574827531478,0,0,0,0.209779315110083,0.537710450056974,0.98656666829673,0,0.865009563730324,0.169133642440833,0.386493757564519,0,0.133233920945677,0,0,0.913144816893215,0.553395218675403,0.541215962326984,0.463671001262457,0.532244063749575,0,0,0,0.644185632712782,0,0,0.0392129557044741,0,0,0.00013895584457746,0.394023374270649,0,0.245322167872721,0.186123608768254,0,1.47186855958825e-06,0.970948346450859,0.407470730683639,0.731845864154834,0.750155060016059,0.91021028114239,0.140271957540682,0.539178059185881,0.531996750832968,0.435110518795768,0,0,0.0246396701116106,0,0.100990680040037,0.0125113293554197,0.0313613647087384,0,0.539073761225867,0,0.70203139374414,0.0559136857553385,0,0.717604925433253,0.729011400741111,0.73580966274458,0.686150557724306,0,0.614347547210448,0.829961553993074,0.0310898430626251,0.900933780924165,0,0,0.48559642738623,0,9.09159203310583e-06,0.00038516807533695,0.089495055903865,0.700873521128747,0.9941038046027,0.279843399856549,0.344575972897017,1.74349387340733e-05,0,0.317937969061161,0.545566221170319,0.918126830059479,0,0.180940968809601,0.530101751427119,0,0.56351683871785,0,0.00155921289336436,0.674996729499344,0.90820129010215,0.912800702474109,0.0301650465245675,0.041115236252364,0
"DU0002",1,1,0,1,0,1,0,0,0,1,0,1,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,1,0,1,0,1,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,1,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1
"DU0001",1,1,0,1,0,1,0,0,0,1,0,1,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,1,0,1,0,1,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,1,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1
"CH0010",0,0,0.0941771360143933,0,0.200809940310736,0,0.0221332340192402,7.57335081058574e-06,0.0140267719645906,0,0.0309235222380581,0,0,0,0,0,0,0,0.154504359555469,0,0,0,0,0.297137296822739,0.19080238734222,0.0396481550869501,0.0237614500071889,0.042642086831402,1.60677822380606e-07,0,0,0.0118029456198442,0,0,0,0,0.0145086222470215,0.0250748312266209,0.10418939193066,0.0243125800249541,0.226260194879639,0,0.117457770991249,3.16209947515134e-05,0,0,0.109722888306242,0.423110578755573,0.452695456162767,0,0.820032824232182,0,0,0.0517820343225517,0,0.121158034908046,0,0.0597360550732505,0.0380652764727563,0,0,1,0.682687198908371,0.386812118637673,0,0.118858825161962,0.508394651253573,0,0,0.835705440946693,0.184960305979224,0.263430200103392,0.847355496101688,0,5.23896029854809e-05,0.0726277100185463,0,0,0.117636598444309,0.029115342285967,0,0,0,0,0.0421869003289244,0,0.119684854834126,0.0632368536574766,0.320559613427477,0.0253255712956523,0.0284682300980014,0.0333553586229903,0.0374588761658613,1.21638432659665e-09,0,0,0.706687013034212,0,0.499950646358332,0.843630068599131,0.359270636593632,0,0,0.982153501218873,0,0.970500807741846,0.139090468540713,0.409956724838447,0.96357905454552,0.0589983403898857,0.0267082022425627,0,0.113431399522432,0,0,0,0,0,0,0,0,0.0421883989798705,0,0,0,0.212913583693899,0.0154086580708634,0.0370748521844088,0,0.0489871046300225,0.347141643521434,0.149857275690133,0,0.427479925376728,0,0,0.0320789455611502,0.096539024456946,0.09939329700721,0.12080648093698,0.0923474731942215,0,0,0,0.0784660332343662,0,0,0.984856232161357,0,0,7.34471717722673e-06,0.146567738621858,0,0.243723753531696,0.318030501689742,0,5.48965006119673e-07,0.0359546363752516,0.00987945105278087,0.0578916625240233,0.0621836991814916,0.0454048475543888,0.40920222890707,0.0998826225109283,0.101634755323565,0.0107313358646348,0,0,0.782641221334253,0,0.534615754222932,0.480032859142144,0.901749515534402,0,0.0142166153034847,0,0.0692589833846757,0.805679976236133,0,0.0670205670973368,0.0639939423509158,0.0645179504180166,0.0389820390515194,0,0.0838520454178385,0.0518004862548301,0.897377351654631,0.0313105474446895,0,0,0.114110800181007,0,2.05622825677487e-06,6.08129136878688e-05,0.58575710262792,0.0694291674111002,0.0376274226389686,0.213106204124413,0.170527556976695,3.38273964284319e-07,0,0.186182024464046,0.0983601503150198,0.0447024134315873,0,0.326435115618462,0.0138969082098812,0,0.0942546830965546,0,6.2678696450047e-05,0.0733764312090125,0.0317658683184727,0.0451737144631444,0.882230400523901,0.960704218246073,0
"CH0012",0,0,0.0499394651551197,0,0.109357941378582,0,0.011531859097433,3.92483780520259e-06,0.00729391070518093,0,0.0161461466743233,0,0,0,0,0,0,0,0.0831658627295745,0,0,0,0,0.165860421402282,0.103645436925673,0.0207454782350561,0.0123850757999497,0.0223282792497534,8.32700454145296e-08,0,0,0.00613422562740729,0,0,0,0,0.00754535122334909,0.01307380361469,0.0553853562502955,0.0126740311025679,0.12401667026045,0,0.0626439757466352,1.63874614620418e-05,0,0,0.0584067259053291,0.244157983170243,0.721671929133486,0,0.529583571333884,0,0,0.0271745939694815,0,0.0646767704296982,0,0.0314097089010754,0.0199095893589118,0,0,0.682687198908371,1,0.221059593946547,0,0.0634132267244558,0.300239378102229,0,0,0.838565743525479,0.100323989407435,0.145770502428366,0.82694983550351,0,2.71508503046913e-05,0.0383089456221438,0,0,0.0627421314890348,0.0151953708206656,0,0,0,0,0.0220874872639713,0,0.0638670101279692,0.0332789303478667,0.180028645039925,0.0132053397753756,0.0148553093967225,0.0174261696548264,0.0195895309999142,6.303817468023e-10,0,0,0.973537245280078,0,0.294569894120239,0.548709482081766,0.203828716207926,0,0,0.698828185036781,0,0.656404225049165,0.0745813319764809,0.235735798944051,0.715823969659094,0.031016220412075,0.013930943722909,0,0.0604362615419467,0,0,0,0,0,0,0,0,0.0220882799572826,0,0,0,0.116305722100234,0.00801516745561992,0.0193868917585509,0,0.0256903339991257,0.196319538945131,0.0805707768202826,0,0.246968764110644,0,0,0.0167541276013533,0.0512217255859611,0.0527732942530645,0.0644834786033025,0.0489471737561186,0,0,0,0.0414478137093215,0,0,0.669133348360074,0,0,3.80634976226979e-06,0.0787374305220845,0,0.134185716983907,0.178490440235925,0,2.84496918023791e-07,0.0187959997227658,0.00513216257758775,0.0304261971839083,0.0327162709485044,0.0237909148916821,0.235254503738551,0.0530395087297528,0.0539932732043761,0.0055758453345427,0,0,0.892641375642608,0,0.318013518966381,0.745611195494391,0.773888397195539,0,0.00739296831737979,0,0.0365018959867434,0.518082330021812,0,0.0353028148864631,0.0336835924719641,0.0339637613444536,0.0203936362795469,0,0.0443514955009081,0.02718439967554,0.778083472860128,0.0163497604110625,0,0,0.0608084773344399,0,1.06562496238194e-06,3.15162851446393e-05,0.353432138691132,0.0365931144338255,0.0196784804371272,0.11641663604875,0.0921602083715488,1.75307887095855e-07,0,0.101017773921337,0.0522114283972124,0.0234188520431825,0,0.183609975142952,0.00722615484113331,0,0.0499815414732608,0,3.24832414340115e-05,0.0387109795465638,0.0165893534377464,0.0236684750731342,0.79271042823604,0.647783227316819,0
"CH0013",0,0,0.147887199428354,0,0.274901180505229,0,0.038590827743781,1.36678016020575e-05,0.024764096572883,0,0.053201094242853,0,0,0,0,0,0,0,0.223982009326771,0,0,0,0,0.364544687949878,0.264382706695514,0.0673234169514352,0.0413266824627293,0.0720852858110156,2.89982394652277e-07,0,0,0.0209100685501266,0,0,0,0,0.0255956715646882,0.0435236300283978,0.161380859408071,0.0422496532712393,0.300544119629124,0,0.178706494633332,5.70649661960632e-05,0,0,0.168681879524304,0.457049840198615,0.13110813203527,0,0.513041642143761,0,0,0.0863640240181101,0,0.183429209770213,0,0.0984824743872552,0.0647886113629471,0,0,0.386812118637673,0.221059593946547,1,0,0.180500170172037,0.50806250035445,0,0,0.293675149539976,0.258123067261886,0.335372992422829,0.299714197726463,0,7.13473646225538e-05,0.117541681462475,0,0,0.178935809267351,0.0502275296749662,0,0,0,0,0.0713640395857337,0,0.181554542372605,0.103728133210969,0.383598216792145,0.0439420535837713,0.049159385994521,0.0571747359949195,0.0638143468695042,2.19526341549425e-09,0,0,0.23168514453909,0,0.503354938456625,0.494735162072862,0.413112572533341,0,0,0.375796439698255,0,0.40555873195966,0.205673621566666,0.448437702005065,0.364581891072281,0.0973702775695081,0.0462435933525529,0,0.17351421138506,0,0,0,0,0,0,0,0,0.0713664158095085,0,0,0,0.622684042844816,0.062729086417849,0.0631964452301106,0,0.0961212092524336,0.404116448314708,0.218538399028358,0,0.459863187129155,0,0,0.0550927012618914,0.151103830472555,0.154963266702164,0.182982514007013,0.145380958181078,0,0,0,0.125945213211157,0,0.171335493618244,0.396350411539321,0,0,1.32551859934882e-05,0.21464568343149,0,0.317276473127691,0.381586143450224,0,9.90740892214959e-07,0.0613899311158798,0.0175549556964838,0.0956973546076328,0.102155641437059,0.0764420679942306,0.447937109603831,0.155621885997642,0.157972993882498,0.0190433632224734,0,0,0.267131367716671,0,0.522246043191716,0.155885264275467,0.32898745996193,0,0.0250918756477974,0,0.112629053943871,0.524470585428692,0,0.109338534026921,0.130331073082307,0.105634550027579,0.0708260718250346,0,0.133575943130394,0.11577125658358,0.326566590427486,0.0538354497881587,0.286727263196805,0,0.174394281772803,0,3.71095521123355e-06,0.000109741211987036,0.548150345743098,0.112878367604666,0.064085317058708,0.287483648037095,0.242267488395896,6.10497859376835e-07,0,0.259439510046761,0.153569774913009,0.0753377311373397,0,0.388231521733636,0.0245397656596186,0,0.147993142708873,0,0.000113107814684876,0.118627160440781,0.0545807969140042,0.0760789437882037,0.318273336023105,0.411938139899166,0
"DU0090",1,1,0,1,0,1,0,0,0,1,0,1,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,1,0,1,0,1,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,1,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1
