"","Pseudomonas","Haemophilus","Streptococcus","Veillonella","Neisseria","Staphylococcus","Rothia","Granulicatella","Stenotrophomonas","Gemella","Prevotella","Moraxella","Leptotrichia","Candida","Saccharomyces","Curvularia","Cryptococcus","Debaryomyces","PIV3","RV","Flu_A","Flu_B","MPV"
"Prevotella",0.0990691443866889,0.0641272832634885,0.161341004158218,0.400233234801223,0.297115494238386,0.0418027355496694,0.171075688393975,0.285998805667751,0.0457520681868365,0.248348907854573,1,0.0224320006767804,0.43927178971969,0.0457104354305443,0.173825155545221,0.178974689181122,0.184490061119227,0.119194856276137,0.0569353915866756,0.0744227168733579,0,0.0286974686138036,0.0501667284112856
"Moraxella",0.0797413405064529,0.000597079080219887,0.0273735833577475,0.00692646483241022,0.01835284094162,0.0254203232218266,0.0027742060674959,0.00292747261515736,0.269707114452347,0.00356645003856493,0.0224320006767804,1,0.00578601152441793,0.0208017599488869,0.0917593283305966,0.000907069789681358,0.00186664541601778,0.00723681463605985,0.00600889614856792,3.40189832483961e-05,0,4.04466324172015e-05,0.000219433635951338
"Leptotrichia",0.0600457992267437,0.0170506150680054,0.0840709389002652,0.228647529532272,0.230913147355604,0.00855330647049934,0.12750993926652,0.256401963379981,0.0078214090596419,0.120824686954747,0.43927178971969,0.00578601152441793,1,0.0240210315899625,0.0455137230845266,0.0957102826469354,0.0567870178360854,0.108720553355405,0.00598910735428759,0.0404868082063586,0,0.000139950421381596,0.0372021792409138
"Candida",0.286572135398948,0.369612291075018,0.415525056242708,0.155012813534744,0.103068848433341,0.0957187659088644,0.0845327586067832,0.0563796777328393,0.079368798496128,0.0516204948680509,0.0457104354305443,0.0208017599488869,0.0240210315899625,1,0.238750818327196,0.277023566196416,0.0665578136410688,0.00681198352758061,0.100519250514864,0.183600907126598,0,0.171403258623211,0.44915123382466
"Saccharomyces",0.414800056003625,0.126859336637748,0.323602570046505,0.298390833966442,0.287109103757135,0.16339425035905,0.234660995207891,0.173599420038881,0.144100740095387,0.180167584458868,0.173825155545221,0.0917593283305966,0.0455137230845266,0.238750818327196,1,0.328103993066172,0.346455099569157,0.0110501419062377,0.0664702907318396,0.414658316827572,0,0.183323283866781,0.167987487876489
"Curvularia",0.229691976996707,0.170604671963335,0.568824600499707,0.309111340380779,0.252754135950107,0.210431906288818,0.41287795105714,0.238646852934808,0.00483125727424971,0.26821087491413,0.178974689181122,0.000907069789681358,0.0957102826469354,0.277023566196416,0.328103993066172,1,0.250975038186538,0.00880414223726977,0.0180058160716485,0.0527006903323787,0,0.0702323364976197,0.177884555800823
"Cryptococcus",0.304809144083817,0.076898380715806,0.124934680068569,0.307139783874926,0.0642434346692284,0.0613341910326503,0.196044827525685,0.21968340095989,0.00727615892099209,0.177199410688997,0.184490061119227,0.00186664541601778,0.0567870178360854,0.0665578136410688,0.346455099569157,0.250975038186538,1,0.0147849701166679,0.000251972917314824,0.0768865141309494,0,0.307278449031336,0.178797171043372
"Debaryomyces",0.00647155260782628,0.0146807921975248,0.0243718038190991,0.0700368380213403,0.0781551491160901,0.00952388457895736,0.0550686965424153,0.109692223596928,0.0089105416727534,0.0599268797379675,0.119194856276137,0.00723681463605985,0.108720553355405,0.00681198352758061,0.0110501419062377,0.00880414223726977,0.0147849701166679,1,0,0.00419133049693321,0,2.96959271617325e-08,0.0139524577733543
"PIV3",0.00188068481940651,0.156384205970494,0.147599632755552,0.0246794216600167,0.00957909926917544,0.00406586386419638,0.000337934076937829,0.0211832695266664,0.00443756122447636,0.0678365256191419,0.0569353915866756,0.00600889614856792,0.00598910735428759,0.100519250514864,0.0664702907318396,0.0180058160716485,0.000251972917314824,0,1,0,0,0,0
"RV",0.155735400648193,0.0192071206610157,0.126637934790715,0.210742374450287,0.348508938853684,0.000546042135795344,0.00575409328833232,0.0503767306450636,0.000251966432729067,0.00167653951511082,0.0744227168733579,3.40189832483961e-05,0.0404868082063586,0.183600907126598,0.414658316827572,0.0527006903323787,0.0768865141309494,0.00419133049693321,0,1,0,0.00723252760444948,0.111384392241252
"Flu_A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Flu_B",0.365527981743965,0.288870388763431,0.0305995037948098,0.210062510266702,0.000551152174058323,0.000242144997259164,0.00671503136080975,0.00899182219268979,0.0001786738799886,0.000398466330794434,0.0286974686138036,4.04466324172015e-05,0.000139950421381596,0.171403258623211,0.183323283866781,0.0702323364976197,0.307278449031336,2.96959271617325e-08,0,0.00723252760444948,0,1,0.0911833944898972
"MPV",0.31714202171314,0.278682833421284,0.228458475087843,0.160868579031955,0.0358205832304725,0.000373985756219164,0.0183980200645789,0.0128767604557658,0.000317071191912044,0.00816317808603695,0.0501667284112856,0.000219433635951338,0.0372021792409138,0.44915123382466,0.167987487876489,0.177884555800823,0.178797171043372,0.0139524577733543,0,0.111384392241252,0,0.0911833944898972,1
