K_value,Avg_silhouette,Sil_cluster1,Sil_cluster2,Sil_cluster3,Sil_cluster4,Sil_cluster5
14,0.824494058084154,0.793257667197435,0.912175155310033,,,
13,0.823044739515962,0.791507222914151,0.909501035027821,,,
15,0.822919872028049,0.791441542630409,0.911280094898618,,,
12,0.822439168052324,0.790902964706825,0.904958900139714,,,
16,0.82092302139087,0.789428458191921,0.92085769307984,,,
11,0.820074040614927,0.788146115150039,0.918869885449674,,,
17,0.819368516384214,0.787293630726311,0.913843634140216,,,
10,0.819175712331383,0.787236006462428,0.918008009737203,,,
18,0.817966033861561,0.785778555839588,0.917565022457853,,,
9,0.817735368705788,0.785332857468318,0.913175492714336,,,
19,0.816598883626708,0.91075324265675,0.78384954135539,,,
8,0.81648160012854,0.78381964131563,0.912685915177475,,,
20,0.815807146835914,0.89736534868207,0.783183866097452,,,
21,0.815124300697388,0.890931569615177,0.782706718594386,,,
6,0.815003955463358,0.872852882618934,0.896755284761764,0.756949237758992,,
5,0.814182116857525,0.885763250224457,0.876037111820502,0.753122168896999,,
22,0.813243066081636,0.891982632459455,0.780306254002026,,,
23,0.811627551903276,0.891235052500545,0.778327682372392,,,
4,0.811574097057731,0.920667728971688,0.778474783496861,0.811677234724056,,
7,0.811522384494772,0.77832298004676,0.916866648608658,,,
24,0.81133409534525,0.884989859560823,0.778434520662294,,,
25,0.809151659446682,0.883668419524882,0.775867506611753,,,
26,0.80806186158984,0.881016084361186,0.77476731696936,,,
29,0.807108698889775,0.865835059341101,0.776091254989426,,,
27,0.80704139084601,0.876049133120567,0.774180561191459,,,
30,0.806665225532713,0.863625489381144,0.775963239344905,,,
28,0.806513009620601,0.871570680933957,0.774208510761555,,,
31,0.805754821856966,0.86310369434508,0.77484337285628,,,
39,0.804960019482787,0.844440380914364,0.779537059470029,,,
32,0.804535188941983,0.862286343859122,0.773406906858987,,,
34,0.803915717647005,0.857819435224068,0.773667588359157,,,
35,0.803696323683205,0.855647895192869,0.773955931297238,,,
38,0.803679880570468,0.847462257091371,0.776560945859759,,,
40,0.803659974738455,0.843359257492796,0.778096042661796,,,
37,0.803528228070557,0.851459965349175,0.774980649250204,,,
33,0.803391011625693,0.861534059540498,0.772051496437571,,,
36,0.803011378734711,0.855179200244371,0.773147191058892,,,
41,0.802182371261277,0.842177598830959,0.776427868659588,,,
42,0.800641714560961,0.840909188101149,0.774711902054021,,,
43,0.800177050136664,0.83630434334864,0.775999553910187,,,
45,0.797815591609304,0.838650843924271,0.771520163982243,,,
44,0.797461661452318,0.840464076024177,0.770302241722723,,,
46,0.796293811194137,0.837447648808128,0.769793233942702,,,
47,0.794833775753073,0.836266469634597,0.768153631965728,,,
48,0.793165094022511,0.837062460033583,0.765440441804991,,,
49,0.792904113075466,0.834707933496269,0.765984986289344,,,
50,0.791809244386985,0.831583013891935,0.765698220131827,,,
51,0.790099154277772,0.8323971949801,0.762861779583092,,,
52,0.789010640605217,0.831521462147555,0.761636247945379,,,
53,0.78803713739756,0.830741573494034,0.760538068699074,,,
54,0.786964331204462,0.829879581549091,0.759329510906784,,,
55,0.785645437107142,0.82879105742959,0.757862272505566,,,
56,0.784439675200971,0.827814146280523,0.756509144581563,,,
92,0.783401101371998,0.753192730717927,0.846861841979886,0.778717795394516,,
57,0.783362008109392,0.826913461671022,0.755317511497736,,,
90,0.783242150793855,0.746281076153645,0.847317196249771,0.787764634426827,,
91,0.783056386667264,0.748300798240992,0.847122783809624,0.784296603516167,,
93,0.782706590618209,0.752373770169436,0.846802077402673,0.777766432285736,,
58,0.782271192417169,0.826018907121232,0.754100315524401,,,
94,0.782018359991152,0.751640662347407,0.846695118281871,0.776761338294212,,
95,0.781386636992338,0.750918250894221,0.846500053268995,0.775958919295876,,
59,0.781079164083146,0.825035444933736,0.752773983232388,,,
96,0.781062221320182,0.750555829896123,0.846381324882121,0.775548527100109,,
97,0.78071995504476,0.750129339174977,0.846292749292173,0.775144359278875,,
98,0.779467653958132,0.747638164288114,0.849185565081702,0.774037177538784,,
60,0.778945805485149,0.825520915886053,0.749529946284578,,,
99,0.778423685270529,0.745262447777006,0.851871142908666,0.773644004464102,,
100,0.778162477053288,0.745169231567823,0.851694876835194,0.773128049006517,,
61,0.77805560227073,0.824790187037031,0.74853902241833,,,
101,0.777712103053919,0.744794920348691,0.851604257938782,0.772366216196744,,
102,0.777007757831618,0.741962691639179,0.851314575613097,0.774400070810035,,
62,0.776954590461897,0.823886965968689,0.747313090141817,,,
103,0.776713903654532,0.741690937259108,0.851134350722564,0.774008611930485,,
104,0.776162376380211,0.741054060342062,0.850977518551697,0.773318560926607,,
105,0.775965613346938,0.742975148627257,0.850746052234594,0.770166036609412,,
106,0.775481343947045,0.740423186302311,0.850694135218852,0.772329575905336,,
63,0.775145951524812,0.824756955793546,0.744416747388208,,,
107,0.774307389426912,0.737698392865587,0.853484648556224,0.772145557234509,,
108,0.773801997003826,0.737165416619106,0.853407282017293,0.771415576292365,,
109,0.773190080609634,0.736387621166105,0.853272606360114,0.770722152486124,,
64,0.772738073368075,0.825124848092728,0.740917958350138,,,
110,0.772609098360696,0.735600419551525,0.770062808423288,0.853246979276224,,
65,0.771820819340268,0.824389585371475,0.739890161454646,,,
66,0.770953777908438,0.821350504650796,0.739737894926231,,,
113,0.770580526790414,0.738347442755357,0.760218813142985,0.855386131088352,,
67,0.769993785553642,0.820568227940219,0.738667824970911,,,
111,0.769442147646315,0.733657225246808,0.761928963901832,0.86230515098974,,
112,0.769233675241369,0.733591416739564,0.76152105445222,0.862147898497516,,
68,0.76906284027367,0.819826369899666,0.737619758490404,,,
115,0.768048036508736,0.735082227516538,0.756743158166285,0.861145160059029,,
69,0.767938003404559,0.818909108931223,0.73636634848879,,,
114,0.767342797134941,0.734506846911646,0.755074082029019,0.86449387438659,,
70,0.76696984889402,0.818118317037555,0.735288335043921,,,
118,0.766055449563291,0.738386041859835,0.863482730125056,0.747424602878038,,
71,0.765967058572749,0.817274534903063,0.734187054577106,,,
116,0.765631990070442,0.733821729067431,0.751219162267073,0.867388487976764,,
119,0.76485055315295,0.738056472090814,0.744538449914183,0.866588897781556,,
120,0.764404733424018,0.737581038881814,0.743983442958371,0.866433228472731,,
117,0.764388852637029,0.731694107153424,0.750581323118473,0.870344308673629,,
72,0.764136712097931,0.8157427241259,0.73217179420001,,,
121,0.76398819611383,0.737104302941675,0.74348441262914,0.866320781102905,,
122,0.763684588218856,0.73670762867111,0.866264525403786,0.743162003145171,,
123,0.763482698113103,0.736502200683984,0.742882854945019,0.866228858835007,,
124,0.762854521352912,0.733459362358868,0.744882768766728,0.865913186013873,,
125,0.762692854827386,0.73551094622651,0.742142773111961,0.865789012275588,,
126,0.762559082659816,0.737614801192456,0.739516213955259,0.865695020548039,,
127,0.762166918943083,0.737128322894245,0.739097672182395,0.865566875409002,,
73,0.761309524692007,0.818274907405776,0.727381612928659,,,
128,0.760827622344284,0.734284252331252,0.868514893619687,0.738880553993494,,
129,0.759450334006555,0.728927771351787,0.741676724510453,0.871299156755807,,
130,0.759133291376738,0.728571550017843,0.871249677908227,0.741279298674454,,
131,0.758792909363172,0.732649524596815,0.871201465153736,0.73578427823146,,
74,0.757865354188127,0.822969891899347,0.72133187259478,,,
132,0.757352139861733,0.729930341806348,0.735370512974273,0.874211274900478,,
133,0.757175767279572,0.729823207246336,0.735091336889678,0.874098111927515,,
134,0.756815459537125,0.731584070046773,0.874006514237013,0.732310031428122,,
