K_value,Avg_silhouette,Sil_cluster1,Sil_cluster2,Sil_cluster3,Sil_cluster4,Sil_cluster5
215,0.7931928724,0.7528098239,0.9592509827,0.8210606112,,
211,0.7931915112,0.7528079472,0.9592432176,0.8210613105,,
212,0.7931905451,0.7527979891,0.9592482847,0.8210727381,,
209,0.7931900045,0.7528093612,0.9592321875,0.8210572908,,
208,0.7931878803,0.752802944,0.9592331966,0.8210610331,,
142,0.7931563305,0.7524547285,0.9656987701,0.8237575463,,
143,0.7931394185,0.7524545312,0.9657166632,0.8237100274,,
144,0.7930612346,0.7524646289,0.9656794847,0.8234945734,,
145,0.7930439925,0.7524072996,0.9656785326,0.8235337033,,
146,0.7929467177,0.7523852134,0.9656598727,0.8233120572,,
147,0.7929140699,0.7523891118,0.9656523165,0.8232211976,,
148,0.7927740143,0.7522016426,0.9656271144,0.8231314968,,
149,0.7926948418,0.7521527942,0.9656139747,0.8229963041,,
151,0.7926660945,0.7522027781,0.9655694826,0.8228540684,,
150,0.7926452965,0.7521151423,0.8229249577,0.9655893279,,
154,0.7925598716,0.7522718366,0.8224800412,0.9655168944,,
153,0.7925588725,0.7522657652,0.8224839277,0.9655311191,,
152,0.7925464395,0.7521759314,0.8225831955,0.9655334034,,
155,0.7925324301,0.7523386178,0.9655075814,0.8223104687,,
156,0.7925274895,0.7523914307,0.9654879111,0.8222228213,,
157,0.7924225716,0.7522853111,0.9654705772,0.8221047233,,
160,0.7923808293,0.7522616126,0.9654317229,0.8220358624,,
158,0.7923769473,0.752205063,0.9654651803,0.8221033221,,
159,0.7923763209,0.7522585752,0.9654661464,0.8220225365,,
161,0.7923711729,0.7522762522,0.965424163,0.8219899965,,
162,0.7923136931,0.7522947285,0.9653854388,0.821817233,,
164,0.7922830892,0.7523992216,0.9653856913,0.8215820106,,
163,0.7922648953,0.7522747032,0.9653929811,0.8217163594,,
165,0.7922082776,0.7522952264,0.9653404705,0.8215452105,,
166,0.7921238963,0.7521644532,0.9653363857,0.8215155763,,
167,0.7920634041,0.7521364872,0.9653152093,0.8214003758,,
168,0.7920195439,0.7520479532,0.965309058,0.8214159986,,
170,0.7919347233,0.7519448249,0.9653037369,0.8213446198,,
169,0.7919270723,0.7519487169,0.9652889864,0.8213211479,,
171,0.7919267909,0.7519862939,0.8212641567,0.965293658,,
172,0.7918272586,0.7519008428,0.9652919495,0.8211271445,,
173,0.7917580644,0.7518436226,0.9652900679,0.8210287888,,
174,0.791682815,0.7518565031,0.8208141381,0.9652696174,,
175,0.7916116056,0.7518365616,0.8206596115,0.9652433086,,
176,0.7915104385,0.7517570317,0.9652276385,0.8205119191,,
177,0.7914968205,0.7517837076,0.9652036008,0.8204406222,,
178,0.791391325,0.7517678817,0.9651689846,0.8201907081,,
179,0.7913249687,0.7516965374,0.8201225646,0.9651562068,,
181,0.7912772558,0.7518329417,0.8197975836,0.9651411935,,
180,0.7912546976,0.7516980598,0.9651435937,0.81993651,,
2,0.6739887204,0.6183836329,0.9964662914,0.9790155856,0.9823996817,0.9903379379
